page_id,slug,platform,source_url,tenant_host,jurisdiction,meeting_body,jurisdiction_confidence,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
91,city-of-san-diego-2026-07-13-city-council-meetings-special-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9474?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
92,city-of-san-diego-2026-07-07-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9470?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
93,city-of-san-diego-2026-07-06-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9469?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
94,city-of-san-diego-2026-06-30-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9466?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
95,city-of-san-diego-2026-06-29-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9465?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
96,city-of-san-diego-2026-06-23-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9461?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
97,city-of-san-diego-2026-06-22-city-council-meetings-monday-agenda,granicus,https://sandiego.granicus.com/player/clip/9459?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
98,city-of-san-diego-2026-06-16-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9453?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
99,city-of-san-diego-2026-06-16-june-16-2026-city-council-meeting-am-session,granicus,https://sandiego.granicus.com/player/clip/9460?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
100,city-of-san-diego-2026-06-15-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9452?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
101,city-of-san-diego-2026-06-09-city-council-meetings-special-agenda,granicus,https://sandiego.granicus.com/player/clip/9449?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
102,city-of-san-diego-2026-06-08-city-council-meetings-special-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9448?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
103,city-of-san-diego-2026-05-27-city-council-meetings-special-agenda,granicus,https://sandiego.granicus.com/player/clip/9442?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
104,city-of-san-diego-2026-05-20-city-council-meetings-special-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9438?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
105,city-of-san-diego-2026-05-20-city-council-meetings-special-agenda,granicus,https://sandiego.granicus.com/player/clip/9439?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
106,city-of-san-diego-2026-05-18-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9436?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
107,city-of-san-diego-2026-05-12-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9432?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
108,city-of-san-diego-2026-05-11-city-council-meetings-monday-agenda,granicus,https://sandiego.granicus.com/player/clip/9431?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
109,city-of-san-diego-2026-05-07-city-council-meetings-special-agenda,granicus,https://sandiego.granicus.com/player/clip/9428?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
110,city-of-san-diego-2026-04-20-city-council-meetings-monday-agenda,granicus,https://sandiego.granicus.com/player/clip/9416?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
111,city-of-san-diego-2026-04-14-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9412?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
112,city-of-san-diego-2026-04-13-city-council-meetings-monday-agenda,granicus,https://sandiego.granicus.com/player/clip/9411?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
113,city-of-san-diego-2026-04-08-city-council-meeting-november-18-1997,granicus,https://sandiego.granicus.com/player/clip/9410?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
114,city-of-san-diego-2026-04-07-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9408?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
115,city-of-san-diego-2026-04-06-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9407?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
116,city-of-san-diego-2026-03-17-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9398?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
117,city-of-san-diego-2026-03-16-city-council-meetings-monday-agenda,granicus,https://sandiego.granicus.com/player/clip/9397?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
118,city-of-san-diego-2026-03-10-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9393?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
119,city-of-san-diego-2026-03-09-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9392?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
120,city-of-san-diego-2026-03-03-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9387?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
121,city-of-san-diego-2026-03-02-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9386?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,validated,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
122,city-of-san-diego-2026-02-24-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9384?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
123,city-of-san-diego-2026-02-23-city-council-meetings-monday-agenda-revised-added-s,granicus,https://sandiego.granicus.com/player/clip/9380?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
124,city-of-san-diego-2026-02-10-city-council-meetings-tuesday-agenda-revised-added,granicus,https://sandiego.granicus.com/player/clip/9374?redirect=true&view_id=3,sandiego.granicus.com,"City of San Diego, CA",,,us:place:0666000,"San Diego, CA",municipality,registry,us_places.csv San Diego city,,san-diego-ca,us,CA,san-diego-ca,yes,city
125,city-of-charlotte-nc-2026-06-22-city-council-business-meeting-on-2026-06-22-5-30,granicus,https://charlottenc.granicus.com/player/clip/3692?redirect=true&view_id=2,charlottenc.granicus.com,"City of Charlotte, NC",,,us:place:3712000,"Charlotte, NC",municipality,registry,us_places.csv Charlotte city,,charlotte-nc,us,NC,charlotte-nc,yes,city
126,aurora-co-2026-08-10-regular-meeting-of-the-aurora-city-council-august-10-2026,aurora_tv,https://www.auroratv.org/video/regular-meeting-aurora-city-council-august-10-2026,www.auroratv.org,"Aurora, CO",,validated,us:place:0804000,"Aurora, CO",municipality,registry,us_places.csv Aurora city,,aurora-co,us,CO,aurora-co,no,city
127,detroit-mi-2026-07-28-detroit-city-council-formal-session-07-28-2026,cablecast,https://detroit-vod.cablecast.tv/internetchannel/show/15323?site=1,detroit-vod.cablecast.tv,"Detroit, MI",,validated,us:place:2622000,"Detroit, MI",municipality,registry,us_places.csv Detroit city,,detroit-mi,us,MI,detroit-mi,no,city
128,salt-lake-city-ut-2026-05-05-salt-lake-city-council-meeting,youtube,https://www.slc.gov/council/may-5-2026-meeting-recap,www.slc.gov,"Salt Lake City, UT",,,us:place:4967000,"Salt Lake City, UT",municipality,registry,us_places.csv Salt Lake City city,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
129,slc-live-meetings-2026-08-11-salt-lake-city-council-truth-in-taxation-08-11-2026,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=4190,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
130,slc-live-meetings-2026-07-21-salt-lake-city-formal-meeting-07-21-2026,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=4174,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
131,slc-live-meetings-2026-07-21-salt-lake-city-council-work-session-07-21-2026,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=4170,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
132,slc-live-meetings-2026-07-14-salt-lake-city-formal-meeting-07-14-2026,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=4154,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
133,slc-live-meetings-2026-07-14-salt-lake-city-council-work-session-07-14-2026,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=4163,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
134,slc-live-meetings-2026-05-14-salt-lake-city-council-work-session-05-14-2026,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=4129,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
135,slc-live-meetings-2025-12-09-salt-lake-city-council-work-session-12-09-2025,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3948,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
136,city-of-holladay-2025-08-19-salt-lake-city-formal-meeting-08-19-2025,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3864,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
137,city-of-holladay-2025-08-12-salt-lake-city-council-work-session-08-12-2025,youtube,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3853,slc.primegov.com,"Salt Lake City, UT",,authoritative,us:place:4967000,"Salt Lake City, UT",municipality,pinned,tenant_overrides.csv slc.primegov.com source=known_domains,,salt-lake-city-ut,us,UT,salt-lake-city-ut,no,city
138,city-of-napa-2026-01-21-parks-recreation-and-trees-advisory-commission,granicus,https://napacity.granicus.com/player/clip/3357?redirect=true&view_id=2,napacity.granicus.com,"City of Napa, CA",,,us:place:0650258,"Napa, CA",municipality,registry,us_places.csv Napa city,,napa-ca,us,CA,napa-ca,yes,city
139,city-of-tulsa-ok-2026-12-31-regular-council-meeting,granicus,https://tulsa-ok.granicus.com/player/clip/7694?redirect=true&view_id=4,tulsa-ok.granicus.com,"City of Tulsa, OK",,validated,us:place:4075000,"Tulsa, OK",municipality,registry,us_places.csv Tulsa city,,tulsa-ok,us,OK,tulsa-ok,yes,city
140,city-of-oakland-2026-07-21-concurrent-meeting-of-the-oakland-redevelopment-succe,granicus,https://oakland.granicus.com/player/clip/7686?redirect=true&view_id=2,oakland.granicus.com,"City of Oakland, CA",,,us:place:0653000,"Oakland, CA",municipality,registry,us_places.csv Oakland city,,oakland-ca,us,CA,oakland-ca,yes,city
141,city-of-long-beach-2023-10-05-planning-commission,granicus,https://longbeach.granicus.com/player/clip/13856?redirect=true&view_id=84,longbeach.granicus.com,"City of Long Beach, CA",,,us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,yes,city
142,revised-long-beach-ca-2026-01-06-jan-06-2026-city-council,swagit,https://longbeachca.new.swagit.com/videos/371452,longbeachca.new.swagit.com,"Long Beach, CA",,,us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,no,city
